0022.001.0059,0,0,0,0
0022.001.0060,0,0,0,0
0022.001.0061,1774.8,2,887.4,887.4
0022.001.0062,44489.55,7,6355.65,6355.65
0022.001.0063,28883.8,5,5776.76,5776.76
0022.001.0064,1558.05,1,1558.05,1558.05
0022.001.0065,137734,4,34433.5,34433.5
0022.001.0066,5898.88,4,1474.72,1474.72
0022.001.0067,27081.8,20,1354.09,1354.09
0022.001.0068,2943783.46,4,735945.865,735945.865
0022.001.0071,111708.12,4,27927.03,27927.03
0022.001.0072,745567.08,6,124261.18,124261.18
0022.001.0073,148650,3,49550,49550
0022.001.0074,6171.52,1,6171.52,6171.52
0022.001.0075,6248.4,3,2082.8,2082.8
0022.001.0076,27439.25,5,5487.85,5487.85
0022.001.0077,252411.62,1,252411.62,252411.62
0022.001.0078,0,0,0,0
0022.001.0079,87435.9,10,8743.59,8743.59
0022.001.0080,320992.8,12,26749.4,26749.4
0022.001.0081,227039.68,2,113519.84,113519.84
0022.001.0082,2157.7,5,431.54,431.54
Diesel,,,0,0
Diesel,,,0,0
0100.001.0001,740,2,370,370
0100.001.0002,370,1,370,370
0100.001.0003,370,1,370,370
0100.001.0004,99042.24,88,1125.48,1125.48
0100.001.0005,1096.3,2,548.15,548.15
0100.001.0006,882.95,2,441.475,441.475
0100.001.0007,69.7,5,13.94,13.94
0100.001.0008,367.2,5,73.44,73.44
0100.001.0009,3069.46,2,1534.73,1534.73
0100.001.0010,4738.67,5,947.734,947.734
0100.001.0011,96.05,5,19.21,19.21
0100.001.0012,25956.45,3,8652.15,8652.15
0100.001.0015,10256,16,641,641
0100.001.0016,0,0,0,0
0100.001.0017,7506.62,2,3753.31,3753.31
0100.001.0018,5151.91,3,1717.30333333333,1717.30333333333
0100.001.0019,0,0,0,0
0100.001.0020,0,0,0,0
0100.001.0021,469.35,1,469.35,469.35
0100.001.0022,171.7,1,171.7,171.7
0100.001.0023,1245.8,2,622.9,622.9
0100.001.0024,1071.73,2,535.865,535.865
0100.001.0025,152.04,2,76.02,76.02
0100.001.0026,164.32,1,164.32,164.32
0100.001.0027,1343.72,2,671.86,671.86
0100.001.0028,3992.74,1,3992.74,3992.74
0100.001.0029,0,0,0,0
0100.001.0030,0,0,0,0
0100.001.0031,39011.83,2,19505.915,19505.915
0100.001.0032,3531.94,1,3531.94,3531.94
0100.001.0033,67353.42,1,67353.42,67353.42
0100.001.0034,7463.5,1,7463.5,7463.5
0100.001.0035,23853.18,1,23853.18,23853.18
0100.001.0036,5424.15,1,5424.15,5424.15
0100.001.0037,7827.48,1,7827.48,7827.48
0100.001.0038,66208.25,1,66208.25,66208.25
0100.001.0039,0,0,0,0
0100.001.0040,50362.6,1,50362.6,50362.6
0100.001.0041,204701.76,1,204701.76,204701.76
0100.001.0042,60272.21,1,60272.21,60272.21
0100.001.0043,26363.1,1,26363.1,26363.1
0100.001.0044,1531.44,1,1531.44,1531.44
0100.001.0045,11356.5,3,3785.5,3785.5
0100.001.0046,0,0,0,0
0100.002.0001,,,0,0
Total - Diesel,743586.31,171,4348.45795321637,4348.45795321637
Total - Generator,12451701.27,510.73,24380.2033755605,24380.2033755605
Headworks Gate,,,0,0
Headworks Gate,,,0,0
0012.001.0001,,,0,0
0012.001.0002,,,0,0
0012.001.0003,,,0,0
0012.001.0004,,,0,0
0012.001.0005,,,0,0
0012.001.0006,,,0,0
Total - Headworks Gate,0,0,0,0
Heating,,,0,0
HF Trap,,,0,0
HF Trap,,,0,0
0046.001.0001,,,0,0
Total - HF Trap,0,0,0,0
HVAC,,,0,0
HVAC,,,0,0
0095.001.0001,2660,7,380,380
0095.001.0002,760,2,380,380
0095.001.0003,760,2,380,380
0095.001.0004,1140,3,380,380
0095.001.0005,770,2,385,385
0095.001.0006,0,0,0,0
0095.001.0007,,,0,0
0095.001.0008,6195,59,105,105
0095.001.0009,380,4,95,95
0095.001.0010,5200,1,5200,5200
0095.001.0011,5200,1,5200,5200
0095.001.0012,350,1,350,350
0095.001.0013,1750,5,350,350
0095.001.0014,8551.85,2,4275.925,4275.925
0095.001.0015,1333.48,3,444.493333333333,444.493333333333
0095.001.0016,0,0,0,0
0095.001.0017,0,0,0,0
0095.001.0018,3791.85,8,473.98125,473.98125
0095.001.0019,3973.75,5,794.75,794.75
0095.001.0020,4171.61,1.8,2317.56111111111,2317.56111111111
0095.001.0021,452,5,90.4,90.4
0095.001.0022,,,0,0
0095.001.0023,10848,16,678,678
0095.001.0024,1695,3,565,565
0095.001.0025,9520.85,2,4760.425,4760.425
0095.001.0026,19205.75,1,19205.75,19205.75
0095.001.0027,550,2,275,275
0095.001.0028,280,1,280,280
0095.001.0029,275,1,275,275
0095.001.0030,0,0,0,0
0095.001.0031,11550,11,1050,1050
0095.001.0032,246306.38,3,82102.1266666667,82102.1266666667
0095.001.0033,29751.02,4,7437.755,7437.755
0095.001.0034,486.2,2,243.1,243.1
0095.001.0035,,,0,0
0095.001.0036,,,0,0
0095.001.0037,,,0,0
0095.001.0038,8803.45,1,8803.45,8803.45
0095.001.0039,0,0,0,0
0095.001.0040,,,0,0
0095.001.0041,,,0,0
0095.001.0042,8681.05,1,8681.05,8681.05
0095.001.0043,499.8,1,499.8,499.8
0095.001.0044,2505.8,2,1252.9,1252.9
0095.001.0045,42901.2,2,21450.6,21450.6
0095.001.0046,58468.1,1,58468.1,58468.1
0095.001.0047,5559.85,1,5559.85,5559.85
0095.001.0048,,,0,0
0095.001.0049,7163.8,1,7163.8,7163.8
0095.002.0001,1130,2,565,565
0095.002.0002,,,0,0
0095.002.0003,4732.8,1,4732.8,4732.8
0095.002.0004,7841.25,1,7841.25,7841.25
0095.002.0005,0,0,0,0
0095.003.0001,8142.15,1,8142.15,8142.15
0095.003.0002,,,0,0
0095.003.0003,4318,1,4318,4318
0095.003.0004,0,0,0,0
0095.003.0005,7609.2,2,3804.6,3804.6
0095.003.0006,,,0,0
0095.003.0007,11252.3,2,5626.15,5626.15
0095.003.0008,6553.5,1,6553.5,6553.5
0095.003.0009,5626.15,1,5626.15,5626.15
0095.003.0010,3883.65,1,3883.65,3883.65
0095.003.0011,,,0,0
0095.003.0012,,,0,0
0095.003.0013,,,0,0
0095.003.0014,,,0,0
0095.003.0015,0,0,0,0
0095.003.0016,,,0,0
0095.003.0017,18465.04,14.39,1283.18554551772,1283.18554551772
0095.003.0019,7383.18,6.18,1194.68932038835,1194.68932038835
0095.003.0025,10589.3,1,10589.3,10589.3
0095.003.0026,47327.67,1,47327.67,47327.67
0095.003.0027,166110,7,23730,23730
0095.003.0028,16950,1,16950,16950
Refrigerant,,,0,0
Refrigerant,,,0,0
1011.003.0004,17413.62,24.34,715.432210353328,715.432210353328
Total - Refrigerant,17413.62,24.34,715.432210353328,715.432210353328
Total - HVAC,857818.6,235.71,3639.29659327139,3639.29659327139
Kitchen,,,0,0
Lighting,,,0,0
Lighting,,,0,0
2003.001.0005,0,0,0,0
2003.001.0006,0,0,0,0
2003.001.0007,,,0,0
2003.001.0008,,,0,0
Total - Lighting,0,0,0,0
Lubricant,,,0,0
Lubricant,,,0,0
Brake,,,0,0
Brake,,,0,0
1013.005.0001,0,0,0,0
Total - Brake,0,0,0,0
Compressor,,,0,0
Compressor,,,0,0
1013.007.0001,28101.52,20,1405.076,1405.076
1013.007.0002,,,0,0
1013.007.0003,,,0,0
Total - Compressor,28101.52,20,1405.076,1405.076
Engine,,,0,0
Engine,,,0,0
1013.001.0001,,,0,0
1013.001.0002,,,0,0
1013.001.0004,0,0,0,0
Total - Engine,0,0,0,0
Hydraulic,,,0,0
Hydraulic,,,0,0
1013.002.0001,0,0,0,0
1013.002.0002,,,0,0
Total - Hydraulic,0,0,0,0
Transformer,,,0,0
Transformer,,,0,0
1013.004.0003,,,0,0
Total - Transformer,0,0,0,0
Total - Lubricant,28101.52,20,1405.076,1405.076
Measurement,,,0,0
Measurement,,,0,0
3006.006.0001,,,0,0
3006.006.0002,5421.98,12,451.831666666667,451.831666666667
3006.006.0003,,,0,0
3006.006.0004,7280.42,18,404.467777777778,404.467777777778
Total - Measurement,12702.4,30,423.413333333333,423.413333333333
Miscellaneous,,,0,0
Miscellaneous,,,0,0
0134.001.0001,6100,20,305,305
0134.001.0002,945,3,315,315
0134.001.0003,320,1,320,320
0134.001.0004,670,2,335,335
0134.001.0005,345,1,345,345
0134.001.0006,24807.69,9,2756.41,2756.41
0134.001.0007,0,0,0,0
0134.001.0008,4726.39,34,139.011470588235,139.011470588235
0134.001.0009,1272,4,318,318
0134.001.0010,316,1,316,316
0134.001.0011,1837.5,24.5,75,75
0134.001.0012,,,0,0
0134.001.0013,,,0,0
0134.001.0014,229799,129.5,1774.50965250965,1774.50965250965
0134.001.0015,43.35,1,43.35,43.35
0134.001.0016,,,0,0
0134.001.0017,1481.55,28,52.9125,52.9125
0134.001.0018,52.7,1,52.7,52.7
0134.001.0019,52.7,1,52.7,52.7
0134.001.0020,52.7,1,52.7,52.7
0134.001.0021,,,0,0
0134.001.0022,9696,161.6,60,60
0134.001.0023,450.5,2,225.25,225.25
0134.001.0024,225.25,1,225.25,225.25
0134.001.0025,2978.4,18,165.466666666667,165.466666666667
0134.001.0026,827.05,5,165.41,165.41
0134.001.0027,893.52,4.5,198.56,198.56
0134.001.0028,4181.87,39,107.227435897436,107.227435897436
0134.001.0029,,,0,0
0134.002.0001,3850,1,3850,3850
0134.002.0002,19250,5,3850,3850
0134.002.0003,11550,3,3850,3850
0134.003.0001,,,0,0
0134.003.0002,99819.36,10,9981.936,9981.936
0134.003.0003,1100,1,1100,1100
0134.003.0004,4845.34,2,2422.67,2422.67
0134.003.0005,9962,7,1423.14285714286,1423.14285714286
0134.003.0006,925,1,925,925
0134.003.0007,2200,2,1100,1100
0134.003.0008,8553.55,4,2138.3875,2138.3875
0134.003.0009,4400,4,1100,1100
0134.003.0010,78419.23,11,7129.02090909091,7129.02090909091
0134.003.0011,4125,5,825,825
0134.003.0012,2846.65,2,1423.325,1423.325
0134.003.0013,4500,3,1500,1500
0134.003.0014,2200,2,1100,1100
0134.003.0015,1187,1,1187,1187
0134.003.0016,,,0,0
0134.003.0017,14257.9,2,7128.95,7128.95
0134.003.0018,22301.73,2,11150.865,11150.865
0134.003.0019,13085.4,3,4361.8,4361.8
0134.003.0020,9661.5,3,3220.5,3220.5
0134.004.0001,0,0,0,0
0134.004.0002,720,1,720,720
0134.004.0003,2700,1,2700,2700
0134.004.0004,4500,2,2250,2250
0134.004.0005,614,2,307,307
0134.005.0001,,,0,0
0134.005.0002,205,1,205,205
0134.005.0003,820,4,205,205
0134.005.0004,,,0,0
0134.005.0005,,,0,0
0134.005.0006,,,0,0
0134.005.0007,,,0,0
0134.005.0008,31313,181,173,173
0134.005.0009,,,0,0
0134.005.0010,,,0,0
0134.005.0011,2220,12,185,185
0134.005.0012,2220,12,185,185
0134.005.0013,8510,46,185,185
0134.005.0014,2960,16,185,185
0134.005.0015,15910,86,185,185
0134.005.0016,2460,12,205,205
0134.005.0017,,,0,0
0134.005.0018,330,6,55,55
0134.005.0019,10865,41,265,265
0134.005.0020,6095,23,265,265
0134.005.0021,,,0,0
0134.005.0022,,,0,0
0134.005.0023,2120,8,265,265
0134.005.0024,1060,4,265,265
0134.005.0025,2450,7,350,350
0134.005.0026,2500,10,250,250
0134.005.0027,5000,20,250,250
0134.005.0028,1250,5,250,250
0134.005.0029,3250,13,250,250
0134.005.0030,7500,20,375,375
0134.005.0031,3750,10,375,375
0134.005.0032,18750,50,375,375
0134.005.0033,3750,10,375,375
0134.005.0034,8250,22,375,375
0134.005.0035,1125,3,375,375
0134.005.0036,,,0,0
0134.005.0037,7500,20,375,375
0134.005.0038,8250,22,375,375
0134.005.0039,1960,7,280,280
0134.005.0040,280,1,280,280
0134.005.0041,375,1,375,375
0134.005.0042,1875,5,375,375
0134.005.0043,750,2,375,375
0134.005.0044,18750,50,375,375
0134.005.0045,27000,72,375,375
0134.005.0046,0,0,0,0
0134.005.0047,453,1,453,453
0134.005.0048,375,1,375,375
0134.005.0049,,,0,0
0134.005.0050,,,0,0
0134.006.0001,1275,15,85,85
0134.006.0002,850,10,85,85
0134.006.0003,1440,20,72,72
0134.006.0004,720,10,72,72
0134.006.0005,,,0,0
0134.006.0006,2490,30,83,83
0134.006.0007,1428,17,84,84
0134.006.0008,6003,29,207,207
0134.006.0009,3440,16,215,215
0134.006.0010,17100,76,225,225
0134.006.0011,10810,46,235,235
0134.006.0012,7502,31,242,242
0134.006.0013,14280,56,255,255
0134.006.0014,6360,24,265,265
0134.006.0015,10537,41,257,257
0134.006.0016,5760,18,320,320
0134.006.0017,960,3,320,320
0134.006.0018,2010,6,335,335
0134.006.0019,1020,3,340,340
0134.006.0020,684,2,342,342
0134.006.0021,,,0,0
0134.006.0022,3430,10,343,343
0134.006.0023,443,1,443,443
0134.006.0024,1730,5,346,346
0134.006.0025,1036.5,3,345.5,345.5
0134.006.0026,682,2,341,341
0134.006.0027,1380,4,345,345
0134.006.0028,3123,9,347,347
0134.006.0029,343.5,1,343.5,343.5
0134.006.0030,,,0,0
0134.006.0031,7980,12,665,665
0134.006.0032,2700,6,450,450
0134.006.0033,1032,4,258,258
0134.006.0034,4500,1,4500,4500
0134.006.0035,2750,11,250,250
0134.006.0036,6325,23,275,275
0134.006.0037,1100,4,275,275
0134.006.0038,307,1,307,307
0134.006.0039,1005,3,335,335
0134.006.0040,12480,78,160,160
0134.006.0041,3711,34,109.147058823529,109.147058823529
0134.006.0042,6970,41,170,170
0134.006.0043,17500,100,175,175
0134.006.0044,3240,18,180,180
0134.006.0045,18900,105,180,180
0134.006.0046,16016,88,182,182
0134.006.0047,8250,50,165,165
0134.006.0048,17616,96,183.5,183.5
0134.006.0049,20400,3,6800,6800
0134.006.0050,2200,1,2200,2200
0134.006.0051,4400,2,2200,2200
0134.006.0052,348,4,87,87
0134.006.0053,9089,41,221.682926829268,221.682926829268
0134.006.0054,3400,2,1700,1700
0134.006.0055,27500,5,5500,5500
0134.006.0056,11000,2,5500,5500
0134.006.0057,64736.85,3,21578.95,21578.95
0134.006.0058,57541.6,1,57541.6,57541.6
0134.006.0059,7016.75,10,701.675,701.675
0134.007.0001,55125,63,875,875
0134.007.0002,,,0,0
0134.007.0003,13825,3950,3.5,3.5
0134.007.0004,12908,3688,3.5,3.5
0134.007.0005,2961,846,3.5,3.5
0134.007.0006,266,76,3.5,3.5
0134.007.0007,,,0,0
0134.007.0008,500,100,5,5
0134.007.0009,,,0,0
0134.007.0010,0,0,0,0
0134.007.0011,0,0,0,0
0134.007.0012,0,0,0,0
0134.007.0013,2850,10,285,285
0134.007.0014,13110,46,285,285
0134.007.0015,,,0,0
0134.007.0016,17670,62,285,285
0134.008.0001,64050,610,105,105
0134.008.0002,3622.5,31.5,115,115
0134.008.0003,,,0,0
0134.008.0004,,,0,0
0134.008.0005,,,0,0
0134.008.0006,,,0,0
0134.008.0007,21600,160,135,135
0134.009.0001,2660.5,1,2660.5,2660.5
0134.010.0001,24046.5,2,12023.25,12023.25
0134.010.0002,2460,3,820,820
0134.010.0003,,,0,0
0134.010.0004,,,0,0
Total - Miscellaneous,1516384.53,12261.6,123.669384908984,123.669384908984
MUX,,,0,0
MUX,,,0,0
0074.001.0001,6350,1,6350,6350
0074.001.0002,6200,1,6200,6200
0074.001.0003,6500,1,6500,6500
0074.001.0004,6200,1,6200,6200
0074.001.0005,6200,1,6200,6200
Total - MUX,31450,5,6290,6290
Pelton Turbine,,,0,0
Pelton Turbine,,,0,0
0020.001.0001,0,0,0,0
0020.001.0002,3500,4,875,875
0020.001.0003,,,0,0
0020.001.0004,188340,4,47085,47085
0020.001.0005,588365,18,32686.9444444444,32686.9444444444
0020.001.0006,364635,18,20257.5,20257.5
0020.001.0007,288092.2,1,288092.2,288092.2
0020.001.0008,72975,21,3475,3475
0020.001.0009,101318.64,33,3070.26181818182,3070.26181818182
0020.001.0010,101587,29,3503,3503
0020.001.0011,63172,22,2871.45454545455,2871.45454545455
0020.001.0012,82.3,41,2.00731707317073,2.00731707317073
0020.001.0013,5105.3,58,88.0224137931035,88.0224137931035
0020.001.0014,6880.75,63,109.218253968254,109.218253968254
0020.001.0015,1355.75,32,42.3671875,42.3671875
0020.001.0016,741.4,28,26.4785714285714,26.4785714285714
0020.001.0017,634.33,28,22.6546428571429,22.6546428571429
0020.001.0018,169370.55,45,3763.79,3763.79
0020.001.0019,38093.68,21,1813.98476190476,1813.98476190476
0020.001.0020,55633.8,16,3477.1125,3477.1125
0020.001.0021,8912,16,557,557
0020.001.0022,1043.44,52,20.0661538461538,20.0661538461538
0020.001.0023,,,0,0
0020.001.0024,,,0,0
0020.001.0025,4225.35,20,211.2675,211.2675
0020.001.0026,315.35,73,4.31986301369863,4.31986301369863
0020.001.0027,7712.25,91,84.75,84.75
0020.001.0028,380535,5,76107,76107
0020.001.0029,1160000,4,290000,290000
0020.001.0030,0,0,0,0
0020.001.0031,17945,97,185,185
0020.001.0032,12395,67,185,185
0020.001.0033,2850,3,950,950
0020.001.0034,2107433.18,14,150530.941428571,150530.941428571
0020.001.0035,39200,14,2800,2800
0020.001.0036,33019.78,2,16509.89,16509.89
0020.001.0037,39882,3,13294,13294
0020.001.0038,53176,4,13294,13294
0020.001.0039,15198,2,7599,7599
0020.001.0040,31798.5,3,10599.5,10599.5
0020.001.0041,0,0,0,0
0020.001.0042,0,0,0,0
0020.001.0043,31604.75,31,1019.50806451613,1019.50806451613
0020.001.0044,409529.72,5,81905.944,81905.944
0020.001.0045,69332.71,13,5333.28538461539,5333.28538461539
0020.001.0046,87692.81,12,7307.73416666667,7307.73416666667
0020.001.0047,,,0,0
0020.001.0048,864.45,3,288.15,288.15
0020.001.0049,63551.38,37,1717.60486486486,1717.60486486486
0020.001.0050,18205.44,31,587.272258064516,587.272258064516
0020.001.0051,403.29,2,201.645,201.645
0020.001.0052,6750,5,1350,1350
0020.001.0053,3024.94,15,201.662666666667,201.662666666667
0020.001.0054,193500,196,987.244897959184,987.244897959184
0020.001.0055,20114,89,226,226
0020.001.0056,34089.25,1,34089.25,34089.25
0020.001.0057,8050,23,350,350
0020.001.0058,6637.57,32,207.4240625,207.4240625
0020.001.0059,1029000,7,147000,147000
0020.001.0060,1412.5,1,1412.5,1412.5
0020.001.0065,0,0,0,0
0020.001.0066,19775,50,395.5,395.5
0020.001.0067,0,0,0,0
0020.001.0068,0,0,0,0
0020.001.0069,302796.6,66,4587.82727272727,4587.82727272727
0020.001.0070,45006.6,5,9001.32,9001.32
0020.001.0071,9689.75,49,197.75,197.75
0020.001.0072,48995.7,10,4899.57,4899.57
0020.001.0073,41810.7,15,2787.38,2787.38
0020.001.0074,0,0,0,0
0020.001.0075,0,0,0,0
0020.001.0076,181933.48,1,181933.48,181933.48
0020.001.0077,6090.7,22,276.85,276.85
0020.001.0078,6554,20,327.7,327.7
0020.001.0079,8452.4,17,497.2,497.2
0020.001.0080,12339.6,13,949.2,949.2
0020.001.0081,0,0,0,0
0020.001.0082,0,0,0,0
0020.001.0083,13729.5,54,254.25,254.25
0020.001.0084,1474.65,29,50.85,50.85
0020.001.0085,13560,5,2712,2712
0020.001.0086,98762,4,24690.5,24690.5
0020.001.0087,61020,3,20340,20340
0020.001.0088,34352,1,34352,34352
0020.001.0089,406800,2,203400,203400
0020.001.0090,406800,2,203400,203400
0020.001.0091,885732,4,221433,221433
0020.001.0092,464153.63,1,464153.63,464153.63
0020.001.0093,87802.35,15,5853.49,5853.49
0020.001.0094,,,0,0
0020.001.0095,,,0,0
0020.001.0096,,,0,0
0020.001.0097,56526.1,10,5652.61,5652.61
0020.001.0098,223601.3,10,22360.13,22360.13
0020.001.0099,92819.6,10,9281.96,9281.96
0020.002.0001,1921,1,1921,1921
0020.002.0002,118552.05,1,118552.05,118552.05
0020.002.0003,55204.95,1,55204.95,55204.95
0020.002.0004,0,0,0,0
Total - Pelton Turbine,11655542.02,1876,6212.97549040512,6212.97549040512
Pipe,,,0,0
Pipe,,,0,0
Corrugated,,,0,0
Corrugated,,,0,0
1002.006.0003,,,0,0
Total - Corrugated,0,0,0,0
Garden,,,0,0
Garden,,,0,0
1002.005.0004,,,0,0
Total - Garden,0,0,0,0
GI,,,0,0
GI,,,0,0
1002.002.0001,,,0,0
1002.002.0002,,,0,0
1002.002.0003,,,0,0
1002.002.0004,,,0,0
1002.002.0006,,,0,0
Total - GI,0,0,0,0
HDPE,,,0,0
HDPE,,,0,0
1002.003.0001,,,0,0
1002.003.0002,,,0,0
1002.003.0003,,,0,0
1002.003.0004,,,0,0
1002.003.0005,,,0,0
1002.003.0006,,,0,0
Total - HDPE,0,0,0,0
Hose,,,0,0
Hose,,,0,0
1002.007.0002,14403.25,254.9,56.5054923499411,56.5054923499411
1002.007.0003,0,0,0,0
Total - Hose,14403.25,254.9,56.5054923499411,56.5054923499411
MS,,,0,0
MS,,,0,0
1002.004.0001,,,0,0
1002.004.0002,,,0,0
Total - MS,0,0,0,0
PVC,,,0,0
PVC,,,0,0
1002.005.0001,,,0,0
1002.005.0002,,,0,0
1002.005.0003,,,0,0
Total - PVC,0,0,0,0
Suction,,,0,0
Suction,,,0,0
1002.006.0001,,,0,0
1002.006.0002,,,0,0
Total - Suction,0,0,0,0
Total - Pipe,14403.25,254.9,56.5054923499411,56.5054923499411
Pipe Fitting,,,0,0
Pipe Fitting,,,0,0
Bend,,,0,0
Bend,,,0,0
1001.001.0001,,,0,0
1001.001.0002,70.55,2,35.275,35.275
1001.001.0003,0,0,0,0
1001.001.0004,1250.4,16,78.15,78.15
1001.001.0005,,,0,0
1001.001.0006,,,0,0
1001.001.0007,2697.17,6,449.528333333333,449.528333333333
1001.001.0008,583.1,15,38.8733333333333,38.8733333333333
1001.001.0009,,,0,0
1001.001.0010,149.81,3,49.9366666666667,49.9366666666667
1001.001.0011,,,0,0
Total - Bend,4751.03,42,113.119761904762,113.119761904762
Coupling,,,0,0
Coupling,,,0,0
1001.011.0001,3928.02,3,1309.34,1309.34
1001.011.0002,0,0,0,0
1001.011.0003,0,0,0,0
1001.011.0004,9585.73,8,1198.21625,1198.21625
1001.011.0005,2618.85,2,1309.425,1309.425
1001.011.0006,7255.11,6,1209.185,1209.185
1001.011.0007,2609.07,2,1304.535,1304.535
1001.011.0008,3646.5,3,1215.5,1215.5
1001.011.0009,0,0,0,0
1001.011.0010,0,0,0,0
1001.011.0011,,,0,0
1001.011.0012,4816.44,4,1204.11,1204.11
1001.011.0013,0,0,0,0
1001.011.0014,0,0,0,0
Total - Coupling,34459.72,28,1230.70428571429,1230.70428571429
Elbow,,,0,0
Elbow,,,0,0
1001.002.0001,0,0,0,0
1001.002.0002,2067.62,72,28.7169444444444,28.7169444444444
1001.002.0003,1100.28,11,100.025454545455,100.025454545455
1001.002.0004,2057,11,187,187
1001.002.0006,431.9,1,431.9,431.9
1001.002.0007,762.17,2,381.085,381.085
1001.002.0008,588.62,1,588.62,588.62
1001.002.0009,0,0,0,0
1001.002.0010,880,17,51.7647058823529,51.7647058823529
1001.002.0011,,,0,0
Total - Elbow,7887.59,115,68.5877391304348,68.5877391304348
Flange,,,0,0
Flange,,,0,0
1001.003.0001,1221.73,8,152.71625,152.71625
1001.003.0002,,,0,0
1001.003.0003,0,0,0,0
1001.003.0004,0,0,0,0
Total - Flange,1221.73,8,152.71625,152.71625
Hose Tail,,,0,0
Hose Tail,,,0,0
1001.010.0011,0,0,0,0
1001.010.0012,0,0,0,0
1001.010.0013,0,0,0,0
Total - Hose Tail,0,0,0,0
Nipple,,,0,0
Nipple,,,0,0
1001.004.0001,0,0,0,0
1001.004.0002,0,0,0,0
1001.004.0003,0,0,0,0
1001.004.0004,0,0,0,0
1001.004.0005,0,0,0,0
1001.004.0006,0,0,0,0
1001.004.0007,0,0,0,0
1001.004.0008,0,0,0,0
1001.004.0009,0,0,0,0
1001.004.0010,5702.25,83,68.7018072289157,68.7018072289157
1001.004.0011,0,0,0,0
1001.004.0012,2418.29,22,109.922272727273,109.922272727273
1001.004.0013,300.33,2,150.165,150.165
1001.004.0014,155.76,1,155.76,155.76
1001.004.0015,,,0,0
1001.004.0016,,,0,0
1001.004.0017,0,0,0,0
1001.004.0018,222,3,74,74
1001.004.0019,0,0,0,0
1001.004.0020,0,0,0,0
Total - Nipple,8798.63,111,79.2669369369369,79.2669369369369
Nipple BSP,,,0,0
Nipple BSP,,,0,0
1001.010.0001,0,0,0,0
1001.010.0002,0,0,0,0
1001.010.0003,2923.15,4,730.7875,730.7875
1001.010.0004,144.71,1,144.71,144.71
1001.010.0005,267.47,2,133.735,133.735
1001.010.0006,201.45,1,201.45,201.45
1001.010.0007,0,0,0,0
1001.010.0008,0,0,0,0
1001.010.0009,264.98,1,264.98,264.98
1001.010.0010,2192.15,3,730.716666666667,730.716666666667
Total - Nipple BSP,5993.91,12,499.4925,499.4925
Plug/End Cap,,,0,0
Plug/End Cap,,,0,0
1001.005.0001,,,0,0
1001.005.0002,0,0,0,0
1001.005.0003,0,0,0,0
1001.005.0004,,,0,0
1001.005.0005,123.67,3,41.2233333333333,41.2233333333333
1001.005.0006,327.42,2,163.71,163.71
1001.005.0007,100.09,6,16.6816666666667,16.6816666666667
1001.005.0008,221.85,8,27.73125,27.73125
Total - Plug/End Cap,773.03,19,40.6857894736842,40.6857894736842
Reducer,,,0,0
Reducer,,,0,0
1001.006.0001,0,0,0,0
1001.006.0002,,,0,0
1001.006.0003,0,0,0,0
1001.006.0004,3324.55,42,79.1559523809524,79.1559523809524
1001.006.0005,1524.16,13,117.243076923077,117.243076923077
1001.006.0006,1465.4,16,91.5875,91.5875
1001.006.0007,3493.38,26,134.360769230769,134.360769230769
1001.006.0008,3493.5,26,134.365384615385,134.365384615385
1001.006.0009,4807.06,41,117.245365853659,117.245365853659
1001.006.0010,566.1,5,113.22,113.22
1001.006.0011,3951.48,12,329.29,329.29
1001.006.0012,1317.5,2,658.75,658.75
1001.006.0013,1129.65,5,225.93,225.93
Total - Reducer,25072.78,188,133.36585106383,133.36585106383
Socket,,,0,0
Socket,,,0,0
1001.008.0001,0,0,0,0
1001.008.0002,0,0,0,0
1001.008.0003,0,0,0,0
1001.008.0005,2014.5,20,100.725,100.725
1001.008.0007,0,0,0,0
1001.008.0009,1295.61,7,185.087142857143,185.087142857143
Total - Socket,3310.11,27,122.596666666667,122.596666666667
Tee Socket,,,0,0
Tee Socket,,,0,0
1001.007.0001,0,0,0,0
1001.007.0002,825.26,17,48.5447058823529,48.5447058823529
1001.007.0003,292.6,2,146.3,146.3
1001.007.0006,2292.04,5,458.408,458.408
1001.007.0007,4377.5,8,547.1875,547.1875
1001.007.0008,3656.71,55,66.4856363636364,66.4856363636364
1001.007.0009,297.13,4,74.2825,74.2825
1001.007.0010,4976.4,67,74.2746268656716,74.2746268656716
1001.007.0018,10060.6,39,257.964102564103,257.964102564103
1001.007.0019,2837.3,11,257.936363636364,257.936363636364
1001.007.0020,12640.77,49,257.974897959184,257.974897959184
1001.007.0025,,,0,0
1001.007.0026,6589.2,11,599.018181818182,599.018181818182
1001.007.0027,,,0,0
1001.007.0028,,,0,0
1001.007.0029,,,0,0
1001.007.0030,,,0,0
1001.007.0031,,,0,0
Total - Tee Socket,48845.51,268,182.259365671642,182.259365671642
Union,,,0,0
Union,,,0,0
1001.009.0001,670,5,134,134
1001.009.0002,2016,8,252,252
1001.009.0003,0,0,0,0
1001.009.0005,3528.64,12,294.053333333333,294.053333333333
1001.009.0006,8735.45,10,873.545,873.545
Total - Union,14950.09,35,427.145428571429,427.145428571429
Total - Pipe Fitting,156064.13,853,182.959120750293,182.959120750293
PLCC,,,0,0
PLCC,,,0,0
0070.001.0001,7200,1,7200,7200
0070.001.0002,85,1,85,85
0070.001.0003,,,0,0
