7/27/2020,Inv : AC Supply : 0098.001.0009,Piece,4800,1,4800,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
7/28/2020,Inv : AC Supply : 0098.001.0010,Piece,1882287.48,2,941143.74,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
7/29/2020,Inv : Adhesives : 1006.001.0002,Litre,4314.15,7.5,575.22,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
7/30/2020,Inv : Adhesives : 1006.001.0003,Piece,2445,3,815,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
7/31/2020,Inv : AV : Connector : 2001.001.0002,Piece,1373.98,75,18.32,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
8/1/2020,Inv : AV : Connector : 2001.001.0003,Piece,2711.75,111,24.43,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
8/2/2020,Inv : AV : Connector : 2001.001.0004,Piece,952.23,39,24.42,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
8/3/2020,Inv : AV : Connector : 2001.001.0005,Piece,130.16,11,11.83,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
8/4/2020,Inv : AV : Power Pass : 2001.002.0001,Piece,182.96,1,182.96,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
8/5/2020,Inv : AV : Power Pass : 2001.002.0003,Piece,512.72,2,256.36,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
8/6/2020,Inv : Breaker Cubicles : 0034.001.0002,Piece,2764,2,1382,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/7/2020,Inv : Breaker Cubicles : 0034.001.0003,Piece,2764,2,1382,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/8/2020,Inv : Breaker Cubicles : 0034.001.0004,Piece,1382,1,1382,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/9/2020,Inv : Breaker Cubicles : 0034.001.0005,Piece,1240990,7,177284.29,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/10/2020,Inv : Breaker Cubicles : 0034.001.0006,Piece,6618.95,20,330.95,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/11/2020,Inv : Breaker Cubicles : 0034.001.0007,Piece,3640.55,11,330.96,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/12/2020,Inv : Breaker Cubicles : 0034.001.0008,Piece,2317.1,7,331.01,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/13/2020,Inv : Breaker Cubicles : 0034.001.0009,Piece,115838,1,115838,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/14/2020,Inv : Breaker Cubicles : 0034.001.0010,Piece,377300.55,1,377300.55,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/15/2020,Inv : Breaker Cubicles : 0034.001.0011,Piece,62883,1,62883,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/16/2020,Inv : Breaker Cubicles : 0034.001.0012,Piece,72812.7,1,72812.7,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/17/2020,Inv : Breaker Cubicles : 0034.001.0013,Piece,79431.65,1,79431.65,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/18/2020,Inv : Breaker Cubicles : 0034.001.0014,Piece,119147.05,1,119147.05,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/19/2020,Inv : Breaker Cubicles : 0034.001.0015,Piece,119147.05,1,119147.05,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/20/2020,Inv : Breaker Cubicles : 0034.001.0016,Piece,92670.4,1,92670.4,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/21/2020,Inv : Breaker Cubicles : 0034.001.0017,Piece,92670.4,1,92670.4,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/22/2020,Inv : Breaker Cubicles : 0034.001.0018,Piece,11200,2,5600,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/23/2020,Inv : Breaker Cubicles : 0034.001.0019,Piece,4500,1,4500,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/24/2020,Inv : Breaker Cubicles : 0034.001.0020,Piece,6000,8,750,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/25/2020,Inv : Breaker Cubicles : 0034.001.0021,Piece,22467.2,2,11233.6,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/26/2020,Inv : Breathing Equip : 0105.001.0001,Piece,111535.3,1,111535.3,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/27/2020,Inv : Busbar : 0036.001.0001,Piece,1500,20,75,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/28/2020,Inv : Busbar : 0036.001.0002,Piece,7650,3,2550,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/29/2020,Inv : Busbar : 0036.001.0003,Piece,3640,2,1820,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/30/2020,Inv : Busbar : 0036.001.0004,Piece,58990,34,1735,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
8/31/2020,Inv : Busbar : 0036.001.0005,Piece,8050,23,350,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/1/2020,Inv : Busbar : 0036.001.0006,Piece,113750,182,625,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/2/2020,Inv : Busbar : 0036.001.0007,Piece,8556,12,713,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/3/2020,Inv : Busbar : 0036.001.0008,Piece,1700,4,425,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/4/2020,Inv : Cable : 0037.001.0001,Set,5762.15,2,2881.08,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/5/2020,Inv : Cable : 0037.001.0002,Set,5762.15,2,2881.08,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/6/2020,Inv : Cable : 0037.001.0003,Set,5762.15,2,2881.08,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/7/2020,Inv : Cable : 0037.001.0004,Set,2880.65,1,2880.65,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/8/2020,Inv : Cable : 0037.001.0005,Piece,16250,5,3250,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/9/2020,Inv : Cable : 0037.001.0006,Piece,11300,2,5650,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/10/2020,Inv : Cable : 0037.001.0007,Piece,6500,2,3250,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/11/2020,Inv : Cable : 0037.001.0008,Piece,3250,1,3250,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/12/2020,Inv : Cable : 0037.001.0009,Piece,5650,1,5650,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/13/2020,Inv : Cable : 0037.001.0010,Piece,6500,2,3250,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/14/2020,Inv : Cable : 0037.001.0011,Piece,9400,8,1175,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/15/2020,Inv : Cable : 0037.001.0012,Piece,8225,7,1175,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/16/2020,Inv : Cable : 0037.001.0013,Piece,4950,3,1650,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/17/2020,Inv : Cable : 0037.001.0014,Piece,985,1,985,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/18/2020,Inv : Cable : 0037.001.0015,Piece,3525,3,1175,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/19/2020,Inv : Cable : 0037.001.0016,Piece,10240,8,1280,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/20/2020,Inv : Cable : 0037.001.0017,Piece,1320,1,1320,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/21/2020,Inv : Cable : 0037.001.0018,Piece,3960,3,1320,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/22/2020,Inv : Cable : 0037.001.0019,Piece,1650,1,1650,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/23/2020,Inv : Cable : 0037.001.0020,Piece,9750,5,1950,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/24/2020,Inv : Cable : 0037.001.0021,Piece,3900,2,1950,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/25/2020,Inv : Cable : 0037.001.0022,Piece,9750,5,1950,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/26/2020,Inv : Cable : 0037.001.0023,Piece,1550,1,1550,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/27/2020,Inv : Cable : 0037.001.0024,Piece,1765,1,1765,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/28/2020,Inv : Cable : 0037.001.0025,Piece,7500,30,250,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/29/2020,Inv : Cable : 0037.001.0026,Piece,9720,36,270,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
9/30/2020,Inv : Cable : 0037.001.0027,Piece,9800,40,245,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/1/2020,Inv : Cable : 0037.001.0028,Piece,17875,65,275,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/2/2020,Inv : Cable : 0037.001.0029,Piece,2250,5,450,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/3/2020,Inv : Cable : 0037.001.0030,Piece,920,2,460,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/4/2020,Inv : Cable : 0037.001.0031,Piece,320,1,320,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/5/2020,Inv : Cable : 0037.001.0032,Piece,100,2,50,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/6/2020,Inv : Cable : 0037.001.0033,Set,20166.25,7,2880.89,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/7/2020,Inv : Cable : 0037.001.0034,Piece,110,1,110,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/8/2020,Inv : Cable : 0037.001.0035,Piece,304,4,76,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/9/2020,Inv : Cable : 0037.001.0036,Piece,255,3,85,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/10/2020,Inv : Cable : 0037.001.0037,Piece,625,5,125,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/11/2020,Inv : Cable : 0037.001.0038,Piece,1960,8,245,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/12/2020,Inv : Cable : 0037.001.0039,Piece,3145,17,185,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/13/2020,Inv : Cable : 0037.001.0040,Piece,10710,51,210,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/14/2020,Inv : Cable : 0037.001.0041,Piece,1375,5,275,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/15/2020,Inv : Cable : 0037.001.0042,Piece,6860,28,245,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/16/2020,Inv : Cable : 0037.001.0043,Piece,500,2,250,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/17/2020,Inv : Cable : 0037.001.0044,Piece,1080,4,270,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/18/2020,Inv : Cable : 0037.001.0045,Piece,125,1,125,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/19/2020,Inv : Cable : 0037.001.0046,Piece,750,6,125,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/20/2020,Inv : Cable : 0037.001.0047,Piece,810,3,270,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/21/2020,Inv : Cable : 0037.001.0048,Piece,825,3,275,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/22/2020,Inv : Cable : 0037.001.0050,Piece,85,1,85,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/23/2020,Inv : Cable : 0037.001.0052,Set,2961,3,987,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/24/2020,Inv : Cable : 0037.001.0053,Set,20727,21,987,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/25/2020,Inv : Cable : 0037.001.0054,Set,20727,21,987,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/26/2020,Inv : Cable : 0037.001.0055,Piece,4410,21,210,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/27/2020,Inv : Cable : 0037.001.0056,Set,893,1,893,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/28/2020,Inv : Cable : 0037.001.0057,Set,86814.75,3,28938.25,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/29/2020,Inv : Cable : 0037.001.0058,Set,31738.15,2,15869.08,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
10/30/2020,Inv : Cable : Cable Shoe : 2005.001.0002,Piece,167.69,25,6.71,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
10/31/2020,Inv : Cable : Cable Shoe : 2005.001.0003,Piece,39.66,5,7.93,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/1/2020,Inv : Cable : Cable Shoe : 2005.001.0004,Piece,547.72,56,9.78,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/2/2020,Inv : Cable : Cable Shoe : 2005.001.0005,Piece,634.9,40,15.87,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/3/2020,Inv : Cable : Cable Shoe : 2005.001.0006,Piece,348.17,19,18.32,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/4/2020,Inv : Cable : Cable Shoe : 2005.001.0019,Piece,445.4,56,7.95,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/5/2020,Inv : Cable : Cable Shoe : 2005.001.0020,Piece,95.2,13,7.32,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/6/2020,Inv : Cable : Cable Shoe : 2005.001.0021,Piece,651.08,82,7.94,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/7/2020,Inv : Cable : Cable Shoe : 2005.001.0022,Piece,423.36,33,12.83,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/8/2020,Inv : Cable System : 0068.001.0001,metre,86470.5,50,1729.41,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/9/2020,Inv : Cable System : 0068.001.0002,metre,337234.1,260,1297.05,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/10/2020,Inv : Circuit Bkr : MCB : 2004.001.0001,Piece,195.5,2,97.75,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/11/2020,Inv : Circuit Bkr : MCB : 2004.001.0010,Piece,9151.56,14,653.68,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/12/2020,Inv : Circuit Bkr : MCB : 2004.001.0011,Piece,12218.75,12,1018.23,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/13/2020,Inv : Circuit Bkr : MCB : 2004.001.0012,Piece,21033.05,20,1051.65,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/14/2020,Inv : Circuit Bkr : MCB : 2004.001.0013,Piece,21600,27,800,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/15/2020,Inv : Circuit Bkr : MCB : 2004.001.0014,Piece,1300,1,1300,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
11/16/2020,Inv : Circuit Bkr : SF6 : 0030.001.0001,Kilogram,181721.5,30.6,5938.61,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/17/2020,Inv : Circuit Bkr : SF6 : 0030.001.0002,Piece,5620,1,5620,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/18/2020,Inv : Circuit Bkr : SF6 : 0030.001.0003,Set,4890,1,4890,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/19/2020,Inv : Circuit Bkr : SF6 : 0030.001.0004,Piece,325,1,325,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/20/2020,Inv : Circuit Bkr : SF6 : 0030.001.0005,Piece,122622.7,5,24524.54,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/21/2020,Inv : Circuit Bkr : SF6 : 0030.001.0007,Piece,378,1,378,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/22/2020,Inv : Circuit Bkr : SF6 : 0030.001.0008,Piece,64231.95,1,64231.95,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/23/2020,Inv : Circuit Bkr : SF6 : 0030.001.0009,Piece,1066263.8,1,1066263.8,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/24/2020,Inv : Circuit Bkr : SF6 : 0030.001.0010,Piece,17714,2,8857,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/25/2020,Inv : Circuit Bkr : SF6 : 0030.001.0011,Set,82944,16,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/26/2020,Inv : Circuit Bkr : SF6 : 0030.001.0012,Piece,15552,3,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/27/2020,Inv : Circuit Bkr : SF6 : 0030.001.0013,Piece,5184,1,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/28/2020,Inv : Circuit Bkr : SF6 : 0030.001.0014,Piece,10368,2,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/29/2020,Inv : Circuit Bkr : SF6 : 0030.001.0015,Piece,5184,1,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
11/30/2020,Inv : Circuit Bkr : SF6 : 0030.001.0016,Piece,5184,1,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/1/2020,Inv : Circuit Bkr : SF6 : 0030.001.0017,Piece,5184,1,5184,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/2/2020,Inv : Cleaning : Agent : 1012.001.0005,Piece,3647.4,11,331.58,RawMaterialSemiManufacture,100000 Opening Balance,KIRNE (N),Khimti JVC
12/3/2020,Inv : Compressed Air : 0094.001.0001,Piece,12177.32,2,6088.66,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/4/2020,Inv : Compressed Air : 0094.001.0002,Piece,5361.8,3,1787.27,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/5/2020,Inv : Compressed Air : 0094.001.0003,Piece,6326.55,2,3163.28,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/6/2020,Inv : Compressed Air : 0094.001.0004,Piece,5859.05,4,1464.76,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/7/2020,Inv : Compressed Air : 0094.001.0005,Piece,2930.8,1,2930.8,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/8/2020,Inv : Compressed Air : 0094.001.0006,Piece,69941.56,2,34970.78,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/9/2020,Inv : Compressed Air : 0094.001.0007,Piece,14653.15,1,14653.15,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/10/2020,Inv : Compressed Air : 0094.001.0008,Piece,37290,2,18645,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/11/2020,Inv : Compressed Air : 0094.001.0009,Piece,19671.06,2,9835.53,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/12/2020,Inv : Compressed Air : 0094.001.0010,Piece,363.8,2,181.9,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/13/2020,Inv : Compressed Air : 0094.001.0011,Piece,732.7,1,732.7,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/14/2020,Inv : Compressed Air : 0094.001.0013,Piece,3640.55,1,3640.55,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/15/2020,Inv : Compressed Air : 0094.001.0016,Piece,25815.35,2,12907.68,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/16/2020,Inv : Compressed Air : 0094.001.0017,Piece,27138.8,2,13569.4,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/17/2020,Inv : Compressed Air : 0094.001.0018,Piece,1985.6,1,1985.6,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/18/2020,Inv : Compressed Air : 0094.001.0019,Piece,1985.6,2,992.8,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/19/2020,Inv : Compressed Air : 0094.001.0020,Piece,2118.2,4,529.55,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/20/2020,Inv : Compressed Air : 0094.001.0021,Piece,25295.15,1,25295.15,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/21/2020,Inv : Compressed Air : 0094.001.0022,Piece,4143.75,2,2071.88,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/22/2020,Inv : Computer : 0057.001.0003,Piece,581815.54,3,193938.51,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/23/2020,Inv : Computer : 0057.001.0004,Piece,8000,1,8000,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/24/2020,Inv : Computer : 0057.001.0006,Piece,9000,1,9000,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/25/2020,Inv : Computer : 0057.001.0008,Piece,9000,1,9000,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/26/2020,Inv : Computer : 0057.001.0011,Piece,885,1,885,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/27/2020,Inv : Computer : 0057.001.0012,Piece,1305,1,1305,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/28/2020,Inv : Computer : 0057.001.0013,Piece,1507,1,1507,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/29/2020,Inv : Computer : 0057.001.0014,Piece,3900,4,975,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/30/2020,Inv : Computer : 0057.001.0018,Piece,149688.82,3,49896.27,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
12/31/2020,Inv : Computer : 0057.001.0019,Piece,150,1,150,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/1/2021,Inv : Computer : 0057.001.0020,Piece,14880,4,3720,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/2/2021,Inv : Computer : 0057.001.0021,Piece,237831.7,5,47566.34,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/3/2021,Inv : Computer : 0057.001.0022,Piece,336458.9,20,16822.95,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/4/2021,Inv : Computer : 0057.001.0023,Piece,19857.7,5,3971.54,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/5/2021,Inv : Computer : 0057.001.0025,Piece,21837.35,1,21837.35,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/6/2021,Inv : Computer : 0057.001.0026,Piece,4633.35,10,463.34,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/7/2021,Inv : Computer : 0057.001.0027,Piece,847.45,4,211.86,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/8/2021,Inv : Computer : 0057.001.0028,Piece,360956.4,7,51565.2,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/9/2021,Inv : Computer : 0057.001.0031,Piece,1102960,2,551480,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/10/2021,Inv : Computer : 0057.001.0032,Piece,75409.45,5,15081.89,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/11/2021,Inv : Computer : 0057.001.0033,Piece,354020.75,3,118006.92,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/12/2021,Inv : Computer : 0057.001.0035,Piece,0.85,1,0.85,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/13/2021,Inv : Computer : 0057.001.0036,Piece,1455253,2,727626.5,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/14/2021,Inv : Computer : 0057.001.0037,Piece,0.85,1,0.85,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/15/2021,Inv : Computer : 0057.001.0038,Piece,55897.7,1,55897.7,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/16/2021,Inv : Computer : 0057.001.0040,Piece,309112.7,1,309112.7,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
1/17/2021,Inv : Computer : 0057.001.0042,Piece,174409.19,1,174409.19,SparePart,100000 Opening Balance,KIRNE (N),Khimti JVC
