198773,9/26/2023,PO/N-0009494,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),BM Enterprises,300143698,Net 30,,Jitendra Pradhan,Khimti JVC,Approved,Fittings for Hydrant use,E5504033 (N) Krishna Pradhan,10/11/2023,"Quotation,24-9-2023",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"BM Enterprises 
Tripureshwor, Kathmandu  
Bagmati, Nepal 
Phone: +977 1 4261198, 4266862 
Cell Phone: +977 9841588895","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50024.NPR BM Enterprises,1,,65806 HSEEquipNotCap,"GI bend,65mm",,,,nonInv/Undef : AssetNotCap : 65806.[Unit],980,pce,Piece,2,13,"$1,960.00 ",,,,No,No,,No,,1960," 1,960.00 ",-254.80," 59,042.50 "
198774,9/26/2023,PO/N-0009495,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Bini International Pvt Ltd.,500220737,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,V belts for Primary cooling pump and HVAC pump,E5504033 (N) Krishna Pradhan,10/19/2023,"Quotation,24 -9-2023",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Bini International (P) Ltd. 
Thapa Tole, New Baneswar 
Kathmandu Bagmati  
Nepal 
Phone: +977 1 4490112 / 9851065556","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50808.NPR Bini International Pvt Ltd.,1,,14100 SparePart,"V belt ,SPA 1200",,,,Inv : Cooling Water : 0093.001.0018,1200,pce,Piece,20,13,"$24,000.00 ",,,,No,No,,No,,24000," 24,000.00 ",-3120.00," 27,120.00 "
198776,9/26/2023,PO/N-0009496,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),G4S Security Services Nepal(P) Ltd,500206199,Due on receipt,,Seema Tamang,Khimti JVC,Pending Approval,"Guarding & facilities services G4S, Bhadra 080",E5504033 (N) Krishna Pradhan,10/13/2023,As per Agreement and Proforma invoice,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"G4S Security Services Nepal(P) Ltd 
Ichhunadi Marg 
Baluwatar 
Kathmandu Bagmati  
Nepal 
Phone: +977  1 4435117 / 4430726 
Cell no: +977 9851082573  
Fax: +977 01 4435693","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50567.NPR G4S Security Services Nepal(P) Ltd,1,,67900 OtherExternalService,"Guarding Service at CHPL office, Bhadra 2080",,,,,,,,,13,"$189,360.96 ",,,,No,No,,No,,189360.96," 189,360.96 ",-24616.92," 1,583,169.99 "
198777,9/27/2023,PO/N-0009497,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Swastik Auto Servicing Station,608410261,Net 15,,Sunita Gurung,Khimti JVC,Approved,Vehicle repair charge V3478 (3524),E5504033 Krishna Pradhan,10/20/2023,As attached offer,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00013 (N) Vehicle (Ba 6 Cha 3524) Toyota Prado,52429.NPR Swastik Auto Servicing Station,1,,70200 RepMaintMeansTransport,Axel boot kit (inner and outer).,,,,nonInv/Undef : Transport : 70200.[Unit],4200,pce,Piece,4,13,"$16,800.00 ",,,,Yes,No,3/12/2023,No,,16800," 16,800.00 ",-2184.00," 39,324.00 "
198788,9/28/2023,PO/N-0009498,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Prabha Sthapit,,Due on receipt,,Seema Tamang,Khimti JVC,Approved,"CHPL Office house rent, October 2023",E5504033 (N) Krishna Pradhan,10/20/2023,As per Agreement and Proforma invoice,,,,E5504033 (N) Krishna Pradhan,AJR17082018 Andrew J Rochmankowski,No,No,1,"Mrs Prabha Sthapit 
Kantipath 
Nepal 
Phone: +977 1 4232856  
Cell no: +977 9851020331","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50101.NPR Prabha Sthapit,1,,63000 RentalPremises,CHPL Office house rent of October 2023. Document attached.,,,,,,,,,0,"$510,000.00 ",,,,No,No,,No,,510000," 510,000.00 ",-0.00," 510,000.00 "
198800,9/28/2023,PO/N-0009499,E5702072 (N) Keshab B K.C.,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Keshab B K.C.,Khimti JVC,Approved,Extra alternater repairing for Hilux 3482,E5504033 Krishna Pradhan,10/9/2023,As attached offer,,,,E5702072 (N) Keshab B K.C.,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00020 (N) Vehicle (Ba 6 Cha 4691) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,1,,70200 RepMaintMeansTransport,Charging alternator rectifier and cutout set = 1 set @ Nrs 11000 . Opening and fitting overall = 1 job @ Nrs 1500,,,,nonInv/Undef : Transport : 70200.[Unit],12500,set,Set,1,13,"$12,500.00 ",,,,No,No,3/12/2023,No,,12500," 12,500.00 ",-1625.00," 14,125.00 "
198801,9/28/2023,PO/N-0009500,E5702072 (N) Keshab B K.C.,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),BM Enterprises,300143698,Net 30,,Keshab B K.C.,Khimti JVC,Approved,Rubber Hand gloves for maintenance and others.,E5504022 (N) Rajiv K Ramdam,10/5/2023,"Approved Vendor 2075_77, Po # 0009125",,,,E5702072 (N) Keshab B K.C.,E5504026 (N) Om P Pokharel,No,No,1,"BM Enterprises 
Tripureshwor, Kathmandu  
Bagmati, Nepal 
Phone: +977 1 4261198, 4266862 
Cell Phone: +977 9841588895","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50024.NPR BM Enterprises,1,,65806 HSEEquipNotCap,"Rubber hand gloves, Sun, Good quality ",,,,nonInv/Undef : AssetNotCap : 65806.[Unit],100,set,Set,200,13,"$20,000.00 ",,,,No,No,5/3/2023,No,,20000," 20,000.00 ",-2600.00," 22,600.00 "
198802,9/28/2023,PO/N-0009501,E5702072 (N) Keshab B K.C.,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),S&B Suppliers,616253649,Due on receipt,,Keshab B K.C.,Khimti JVC,Approved,Cora cloth for maintenance,E5504035 (N) Chaman S B.K.,10/5/2023,As per Local Vendor 2079_80,,,,E5702072 (N) Keshab B K.C.,E5504026 (N) Om P Pokharel,No,No,1,"Bishnu Maya Tamang 
S & B Suppliers 
Manthali Municipality-13, Manthali 
Ramechhap, Milti Bazar   
Nepal 
Phone: +977 9854043540/9801019415","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,52473.NPR S&B Suppliers,1,,63600 CleaningPremises,Cora cloth (Jute) 160 cm wide ,,,,nonInv/Undef : Premises : 63600.[Unit],107.5,m,Metre(should not use),1000,0,"$107,500.00 ",,,,No,No,7/4/2023,No,,107500," 107,500.00 ",-0.00," 107,500.00 "
198803,9/28/2023,PO/N-0009502,E5702072 (N) Keshab B K.C.,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Jirel Store,600214221,Net 15,,Keshab B K.C.,Khimti JVC,Approved,Colin for cleaning at Power plant.,E5504035 (N) Chaman S B.K.,10/5/2023,Approved Local vendor 2079_80,,,,E5702072 (N) Keshab B K.C.,E5504026 (N) Om P Pokharel,No,No,1,"Jirel Store 
Tamakoshi Village Municipality, Word no: 5 Kirne, Dolakha Janakpur , Nepal 
Phone: +977 9861023854","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50995.NPR Jirel Store,1,,68000 OfficeSupply,  Colin 500ml ,,,,nonInv/Undef : Office : 68000.[Unit],138,unit,Unit,50,0,"$6,900.00 ",,,,No,No,4/2/2023,No,,6900," 6,900.00 ",-0.00," 6,900.00 "
198810,9/28/2023,PO/N-0009503,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Suvidha Sewa Pvt Ltd,301357814,Due on receipt,,Seema Tamang,Khimti JVC,Approved,Suvidha Sewa leave Claim for FY 2075-76 to FY 2079-80,E5504033 (N) Krishna Pradhan,10/20/2023,As per Proforma invoice,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Mina Singh 
Suvidha Sewa Pvt Ltd 
Sorahkhutte, Kathmandu  
Nepal 
Phone: +977 9851145013 
Fax: +977 1 4390609","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50942.NPR Suvidha Sewa Pvt Ltd,1,Services: Other ExternalService,67900 OtherExternalService,Leave for the claim of associate leave claim for FY 2075-76 to FY 2079-80,,,,,,,,,13,"$396,184.67 ",,,,No,No,,No,,396184.67," 396,184.67 ",-51504.01," 447,688.68 "
198813,9/29/2023,PO/N-0009504,E5504031 (N) Parsuram Upadhaya,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Prashant Trade & General Suppliers,303433857,Due on receipt,DAP,Parsuram Upadhaya,Khimti JVC,Approved,head light use for  surya thokar,E5504033 Krishna Pradhan,10/7/2023,quotation,10/30/2023,,,E5504031 (N) Parsuram Upadhaya,E5504026 (N) Om P Pokharel,No,No,1,"Prashant Trade & General Suppliers
Satdobato
Tachikhel
Lalitpur Bagmati 
Nepal","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50568.NPR Prashant Trade & General Suppliers,1,,12803 ElectricAppliances,Head Lamp Black Diamond 450 lumens AAA Alkaline Battery (complete set),,,,nonInv/Undef : FA : 12803.[Unit],8192.5,unit,Unit,1,0,"$8,192.50 ",,,,No,No,9/29/2023,No,,8192.5," 8,192.50 ",-0.00," 8,192.50 "
198814,9/29/2023,PO/N-0009505,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Himalayan Everest Insurance Ltd,500056246,Due on receipt,,Umesh Sharma,Khimti JVC,Approved,Premium intimation slip for extension 1 Oct 023 - 31 Dec 023,E5504033 (N) Krishna Pradhan,10/10/2023,As per attached,,,,E5504033 (N) Krishna Pradhan,AJR17082018 Andrew J Rochmankowski,No,No,1,"Anuj Lakhey 
Himalayan Everest Insurance Ltd  
Lazimpat, Uttardhoka, Kathmandu 
Nepal 
Phone: +977 1 4442405/9851138505","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,52465.NPR Himalayan Everest Insurance Ltd,1,,17000 PrepaidExpenses,"Renewal of policy KTM/AR/11/ 19/ 20 / OOOO7 from 01 Oct 023 - 31 Dec  023. (Exchange rate for 29 Sept 023, NPR 133.40). Document attahced.",,,,,,,,,13,"$67,305,481.35 ",,,,No,No,,No,,67305481.35," 67,305,481.35 ",-8749712.58," 76,055,193.93 "
198815,9/29/2023,PO/N-0009506,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Himalayan Everest Insurance Ltd,500056246,Due on receipt,,Seema Tamang,Khimti JVC,Approved,Travel insurance for official visit to India,E5504033 Krishna Pradhan,10/20/2023,as per attached,4/7/2023,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Anuj Lakhey 
Himalayan Everest Insurance Ltd  
Lazimpat, Uttardhoka, Kathmandu 
Nepal 
Phone: +977 1 4442405/9851138505","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,52465.NPR Himalayan Everest Insurance Ltd,1,Travel: Other Expenses,71900 OtherTravelExpenses,"Travel insurance for 7 days starting from 29 September 2023, for Official visit to India (Mr. Ishwar Deshar) , as per the attached invoice",,,,,,,,,0,"$4,155.40 ",,,,No,No,,No,,4155.4," 4,155.40 ",-0.00," 8,310.80 "
198819,9/29/2023,PO/N-0009507,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Graphic Plus Printer,500004557,Due on receipt,,Sunita Gurung,Khimti JVC,Approved,HPL letter head print,E5504033 (N) Krishna Pradhan,10/20/2023,Quotation,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Prabesh Lal Kaji Malla 
Graphic Plus Printer 
Kuleshwor, New Road 
Kathmandu Nepal 
Phone: +977 1 4267682 / 4275273 / 4260048 
Fax: +977 1 4260048","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50048.NPR Graphic Plus Printer,1,,68300 Stationery,"HPL letter head print, 100gsm 2 color. Document attached.",,,,nonInv/Undef : Office : 68300.[Unit],4,pce,Piece,1000,13,"$4,000.00 ",,,,No,No,7/15/2022,No,,4000," 4,000.00 ",-520.00," 4,520.00 "
198821,9/30/2023,PO/N-0009508,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Neupane Engineering Pvt. Ltd.,300228513,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,Oil seal for Hydraulic press machine,E5504033 (N) Krishna Pradhan,10/30/2023,"Quotation,2080-6-11",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"T P Neupane / Rabi Lal Adhikari 
Neupane Engineering Pvt. Ltd. 
Balkhu, Kathmandu 
Nepal 
Phone: +977 9851044521/9851037316/5187085","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,,51115.NPR Neupane Engineering Pvt. Ltd.,1,,66100 RepMaintMachinery,"Hydraulic oil oil seal,90x120x12 mm",,,,nonInv/Undef : Repairs : 66100.[Unit],8800,unit,Unit,1,13,"$8,800.00 ",,,,No,No,9/30/2023,No,,8800," 8,800.00 ",-1144.00," 21,221.40 "
198822,10/2/2023,PO/N-0009509,E5503051 (N) Yagya B Karki,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Prabhukiran Computers,600230058,Net 15,,Yagya B Karki,Khimti JVC,Approved,Lenovo T450 Keyboard replacement,E5504033 (N) Krishna Pradhan,10/4/2023,Quotation,,,,E5503051 (N) Yagya B Karki,E7010166 (N) Umesh Sharma,No,No,1,"Pawan K Nhata 
Prabhukiran Computer 
Pyukha, New Road 
Kathmandu, Nepal 
Phone: +977 1 4244869 
Cell no: +977 9851172926","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50847.NPR Prabhukiran Computers,1,,65800 ComputerHardwareNotCap,Lenovo T450 Keyboard replacement - For HPL16LT8,,,,nonInv/Undef : AssetNotCap : 65800.[Unit],5500,unit,Unit,1,13,"$5,500.00 ",,,,No,No,10/2/2023,No,,5500," 5,500.00 ",-715.00," 6,215.00 "
