161199,PI/N-0008702,7/11/2020,023,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Suyantra Creations Pvt. Ltd.,,Due on receipt,,,IT,Approved,Website Hosting,E5504022 (N) Rajiv K Ramdam,,As per attached,,,,E5702070 (N) Bimala Khadka,E5204009 (N) Sunil Manandhar,No,No,1,"Purushottam Shrestha  
Suyantra Creations Pvt. Ltd. 
Old Baneshwor-31 
Surya Bikram Gyawali Marg 
Kathmandu, Nepal 
Phone: +977-1-4490683 
Cell no: +977 9851003263 
Phone 3",,,,,52404.NPR Suyantra Creations Pvt. Ltd.,2,,25304 TDSPrivateLtdVAT.NPR,IT,KATHMANDU (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-1200,0,IT,KATHMANDU (N),,No,No,,,PO/N-0006746,"(1,200.00)", 0.00 ,"(1,200.00)"," 6,800.00 "
161200,PI/N-0008703,7/11/2020,1369,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Keren International,,Net 15,,,ADM,Approved,used in Board meeting room,E5504022 (N) Rajiv K Ramdam,,as per quotation,,,,E5702070 (N) Bimala Khadka,,No,No,1,"Keren International
Baghdarbar, Sundhara
Kathamandu Bagmati 
Nepal
Phone: +977 1 423 2855",,,,,51054NPR Keren International,4,,25306 TDSIndividualFirmVAT.NPR,ADM,KATHMANDU (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-560.69,0,ADM,KATHMANDU (N),,No,No,,,PO/N-0006139,(560.69), 0.00 ,(560.69)," 41,677.86 "
161202,PI/N-0008704,7/11/2020,960,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Leon Auto Works,,Net 15,,,KHIM1,Approved,servicing of V3023,E5504022 (N) Rajiv K Ramdam,,"Quotation,13-11-2019",,,,E5702070 (N) Bimala Khadka,,No,No,1,"Upendra Napit 
Leon Auto Works 
Shantinagar, Kathmandu  
Nepal 
Phone: +977 1 4622074 / 4622485 / 9851034503 
Fax: +977 1 4622888",,,,,50641.NPR Leon Auto Works,11,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-702.53,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006239,(702.53), 0.00 ,(702.53)," 52,221.02 "
161204,PI/N-0008705,7/11/2020,SB76-07254-59,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),G4S Security Services Nepal(P) Ltd,,Due on receipt,,,ADM,Approved,"Guarding & facilities services G4S, Jestha 077",E5504022 (N) Rajiv K Ramdam,,As per Agreement,,,,E5702070 (N) Bimala Khadka,AJR17082018 Andrew J Rochmankowski,No,No,1,"G4S Security Services Nepal(P) Ltd 
Ichhunadi Marg 
Baluwatar 
Kathmandu Bagmati  
Nepal 
Phone: +977  1 4435117 / 4430726 
Cell no: +977 9851082573  
Fax: +977 01 4435693",,,,,50567.NPR G4S Security Services Nepal(P) Ltd,1,,67900 OtherExternalService,ADM,KATHMANDU (N),13%,,,,,,13,ADM,KATHMANDU (N),,No,No,,,PO/N-0006787," 171,050.56 "," 22,236.57 "," 193,287.13 "," 1,306,995.82 "
161206,PI/N-0008706,7/11/2020,643,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),S. Four Trading Pvt Ltd.,,Net 15,,,IT,Approved,Regular Maintenance Charge Jan - 11july 2020,E5504022 (N) Rajiv K Ramdam,,As per attached,,,,E5702070 (N) Bimala Khadka,E5204009 (N) Sunil Manandhar,No,No,1,"S. Four Trading (P). Ltd.
Pulchowk
Lalitpur Bagmati 
Nepal",,,,,50216.NPR S. Four Trading Pvt Ltd.,1,Comms: Phone & Fax,69000 TelephoneFaxCharge,IT,KATHMANDU (N),13%,,,,,,13,IT,KATHMANDU (N),,No,No,,,PO/N-0006821," 31,515.00 "," 4,096.95 "," 35,611.95 "," 35,139.22 "
161208,PI/N-0008707,7/11/2020,1061,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Sparklink Enterprises Pvt Ltd,,Net 15,,,ADM,Approved,Shuttle service as per agreement,E5504022 (N) Rajiv K Ramdam,,As per attached,,,,E5702070 (N) Bimala Khadka,AJR17082018 Andrew J Rochmankowski,No,No,1,"Sparklink Enterprises Pvt Ltd 
Trade Tower, Thapathali 
Kathmandu, Nepal 
Phone: +977 1 5111096 / 5111097 
Cell: +977 9801101902 
Fax: +977 1 5111097",,,,,50921.NPR Sparklink Enterprises Pvt Ltd,1,,68900 OtherOfficeExpense,ADM,KATHMANDU (N),13%,,,,,,13,ADM,KATHMANDU (N),,No,No,,,PO/N-0006717," 222,000.00 "," 28,860.00 "," 250,860.00 "," 247,530.00 "
161212,PI/N-0008708,7/11/2020,096,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Prashant Trade & General Suppliers,,Due on receipt,,,KHIM1,Approved,Kitchen stuffs for guest house,E5504033 Krishna Pradhan,,Quotation,,,,E5702070 (N) Bimala Khadka,,No,No,1,"Prashant Trade & General Suppliers
Satdobato
Tachikhel
Lalitpur Bagmati 
Nepal",,,,,50568.NPR Prashant Trade & General Suppliers,2,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-104.4,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0005665,(104.40), 0.00 ,(104.40)," 7,760.40 "
161214,PI/N-0008709,7/11/2020,095,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Prashant Trade & General Suppliers,,Due on receipt,,,ADM,Approved,Stationary items for office use,E5504033 Krishna Pradhan,,Approved vender 2075-77,,,,E5702070 (N) Bimala Khadka,E4810001 (N) Narayan D Devkota,No,No,1,"Prashant Trade & General Suppliers
Satdobato
Tachikhel
Lalitpur Bagmati 
Nepal",,,,,50568.NPR Prashant Trade & General Suppliers,4,,25306 TDSIndividualFirmVAT.NPR,ADM,KATHMANDU (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-28.08,0,ADM,KATHMANDU (N),,No,No,,,PO/N-0006808,(28.08), 0.00 ,(28.08)," 2,087.28 "
161216,PI/N-0008710,7/11/2020,1615,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Bagmati Commercial Pvt Ltd,,Net 30,,,ADM,Approved,Medical Oxygen & Flowmeters,E5504033 Krishna Pradhan,,As per attached quotation,,,,E5702070 (N) Bimala Khadka,E5204009 (N) Sunil Manandhar,No,No,1,"Shivam Agrawal 
Bagmati Commercial Pvt Ltd 
346, Bhansar Marg, Teku-12, 
Kathmandu, Nepal 
Phone: +977 1 4239429 / 9801103188 / 9851126112",,,,,52228.NPR Bagmati Commercial Pvt Ltd,4,,25304 TDSPrivateLtdVAT.NPR,ADM,KATHMANDU (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-250.33,0,ADM,KATHMANDU (N),,No,No,,,PO/N-0006810,(250.33), 0.00 ,(250.33)," 18,607.68 "
161218,PI/N-0008711,7/11/2020,TI17013,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Saleways Departmental Store Pvt. Ltd.,,Due on receipt,,,KHIM1,Approved,Mortein,E5504033 (N) Krishna Pradhan,,AS per attached bill.,,,,E5702070 (N) Bimala Khadka,E4810001 (N) Narayan D Devkota,No,No,1,"Saleways Department Store
Nepal",,,,,50206.NRP Saleways Departmental Store Pvt. Ltd.,2,,25304 TDSPrivateLtdVAT.NPR,KHIM1,KATHMANDU (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-71.36,0,KHIM1,KATHMANDU (N),,No,No,,,PO/N-0006812,(71.36), 0.00 ,(71.36)," 5,304.64 "
161220,PI/N-0008712,7/11/2020,1330,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),BM Enterprises,,Net 30,,,KHIM1,Approved,Office expense,E5504033 (N) Krishna Pradhan,,Quotation,,,,E5702070 (N) Bimala Khadka,E5204009 (N) Sunil Manandhar,No,No,1,"BM Enterprises 
Tripureshwor, Kathmandu  
Bagmati, Nepal 
Phone: +977 1 4261198, 4266862 
Cell Phone: +977 9841588895",,,,,50024.NPR BM Enterprises,4,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KATHMANDU (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-105.75,0,KHIM1,KATHMANDU (N),,No,No,,,PO/N-0006803,(105.75), 0.00 ,(105.75)," 7,860.75 "
161222,PI/N-0008713,7/11/2020,Monthly retention charge till 11 July 020,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Sameer Sharma,,Due on receipt,,,HR,Approved,Monthly retention charge till 11 July 020,E5504022 (N) Rajiv K Ramdam,,As per Agreement,,,,E5702070 (N) Bimala Khadka,AJR17082018 Andrew J Rochmankowski,No,No,1,"Sameer Sharma 
Putalisadak, Kathmandu 
Nepal 
Phone: +977  9851092181",,,,,50462.NPR Sameer Sharma,1,,67300 LegalService,HR,KATHMANDU (N),0%,,,,,,0,HR,KATHMANDU (N),,No,No,,,PO/N-0006804," 114,000.00 ", 0.00 ," 114,000.00 "," 96,900.00 "
161223,PI/N-0008714,7/11/2020,Monthly retention charge Baishak 077,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Sameer Sharma,,Due on receipt,,,HR,Approved,Monthly retention charge Baishak 077,E5504022 (N) Rajiv K Ramdam,,As per Agreement,,,,E5702070 (N) Bimala Khadka,AJR17082018 Andrew J Rochmankowski,No,No,1,"Sameer Sharma 
Putalisadak, Kathmandu 
Nepal 
Phone: +977  9851092181",,,,,50462.NPR Sameer Sharma,1,,67300 LegalService,HR,KATHMANDU (N),0%,,,,,,0,HR,KATHMANDU (N),,No,No,,,PO/N-0006743," 60,000.00 ", 0.00 ," 60,000.00 "," 51,000.00 "
161235,PI/N-0008715,7/11/2020,219,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Graphic Plus Printer,,Net 15,,,KHIM1,Approved,Printing of Vehicle Pre-departure log sheet,E5504033 Krishna Pradhan,,Quotation,,,,E5702070 (N) Bimala Khadka,,No,No,1,"Prabesh Lal Kaji Malla 
Graphic Plus Printer 
Kuleshwor, New Road 
Kathmandu Nepal 
Phone: +977 1 4267682 / 4275273 / 4260048 
Fax: +977 1 4260048",,,,,50048.NPR Graphic Plus Printer,2,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-37.5,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006570,(37.50), 0.00 ,(37.50)," 2,787.50 "
161238,PI/N-0008716,7/11/2020,TI17458,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Saleways Departmental Store Pvt. Ltd.,,Due on receipt,,,KHIM1,Approved,SURYA INDUCTION 2 UNIT,E5504033 (N) Krishna Pradhan,,AS per attached bill.,,,,E5702070 (N) Bimala Khadka,E5504025 (N) Jhabindra N Gyawali,No,No,1,"Saleways Department Store
Nepal",,,,,50206.NRP Saleways Departmental Store Pvt. Ltd.,2,,25304 TDSPrivateLtdVAT.NPR,KHIM1,KATHMANDU (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-96.05,0,KHIM1,KATHMANDU (N),,No,No,,,PO/N-0006781,(96.05), 0.00 ,(96.05)," 7,139.95 "
161240,PI/N-0008717,7/11/2020,993,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Amarsons International,,Net 15,,,KHIM1,Approved,Engine oil for Lawn mower,E5504022 (N) Rajiv K Ramdam,,"Quotation,24-6-2020",,,,E5702070 (N) Bimala Khadka,E5504026 (N) Om P Pokharel,No,No,1,"Amarsons International 
Hotel Janak Acrade, Tripureshwor 
Kathmandu, Nepal 
Phone: +977 4261451, 4261889 
Cell Phone: +977 9851023701",,,,,50010.NPR Amarsons International,2,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-105,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006767,(105.00), 0.00 ,(105.00)," 7,805.00 "
161242,PI/N-0008718,7/11/2020,477,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Muktinath Trade Concern,,Due on receipt,,,KHIM1,Approved,Battery for Office use,E5504033 Krishna Pradhan,,Approved vender 2075-77,,,,E5702070 (N) Bimala Khadka,,No,No,1,"Muktinath Trade Concern 
Bagbazar 
Kathmandu Bagmati  
Nepal 
Phone: +977 1 424 2599",,,,,51001.NPR Muktinath Trade Concern,6,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-201.15,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006595,(201.15), 0.00 ,(201.15)," 14,952.15 "
161244,PI/N-0008719,7/11/2020,SB-08578,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Machinery and Electric Pvt. Ltd,,Net 15,,,KHIM1,Approved,Lighting system at Site offices,E5504033 (N) Krishna Pradhan,,Quotation,,,,E5702070 (N) Bimala Khadka,E5504026 (N) Om P Pokharel,No,No,1,"Machinery and Electric Pvt. Ltd 
Taha-galli, Sundhara 
Kathmandu Bagmati  
Nepal 
Phone: +977 1 4232140, 4232544 
Cell no: +977 9851024033",,,,,52288.NPR Machinery and Electric Pvt. Ltd,2,,25304 TDSPrivateLtdVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-90,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006753,(90.00), 0.00 ,(90.00)," 6,690.00 "
161248,PI/N-0008720,7/11/2020,"SB-08576,08179",E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Machinery and Electric Pvt. Ltd,,Net 30,,,Khimti JVC,Approved,used in electrical section,E5504022 Rajiv K Ramdam,,approved vendor list 75-77,,,,E5702070 (N) Bimala Khadka,E5504026 (N) Om P Pokharel,No,No,1,"Machinery and Electric Pvt. Ltd 
Taha-galli, Sundhara 
Kathmandu Bagmati  
Nepal 
Phone: +977 1 4232140, 4232544 
Cell no: +977 9851024033",,,,,52288.NPR Machinery and Electric Pvt. Ltd,7,,25304 TDSPrivateLtdVAT.NPR,Khimti JVC,KIRNE (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-655.5,0,Khimti JVC,KIRNE (N),,No,No,,,PO/N-0006719,(655.50), 0.00 ,(655.50)," 48,725.50 "
161251,PI/N-0008721,7/11/2020,1175,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Reliance Trade International Pvt. Ltd.,,Net 30,,,KHIM1,Approved,Hydraulic oil for Turbine and bearing System,E5504033 Krishna Pradhan,,As attached offer,,,,E5702070 (N) Bimala Khadka,E5504017 (N) Ishwar M Deshar,No,No,1,"Mukteshwor Thakuri 
Reliance Trade International 
ist Floor, Tewa Tower, Teku 
Kathmandu, Nepal 
Phone: +977 1 4261050 / 4261575 / 4261221",,,,,50108.NPR Reliance Trade International Pvt. Ltd.,2,,25304 TDSPrivateLtdVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-1483.13,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006721,"(1,483.13)", 0.00 ,"(1,483.13)"," 110,245.62 "
161253,PI/N-0008722,7/11/2020,SB-08180,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Machinery and Electric Pvt. Ltd,,Net 30,,,KHIM1,Approved,used in electrical maintenance,E5504022 Rajiv K Ramdam,,quotation,7/20/2018,,,E5702070 (N) Bimala Khadka,E5504026 (N) Om P Pokharel,No,No,1,"Machinery and Electric Pvt. Ltd 
Taha-galli, Sundhara 
Kathmandu Bagmati  
Nepal 
Phone: +977 1 4232140, 4232544 
Cell no: +977 9851024033",,,,,52288.NPR Machinery and Electric Pvt. Ltd,2,,25304 TDSPrivateLtdVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-450,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006720,(450.00), 0.00 ,(450.00)," 33,450.00 "
161255,PI/N-0008723,7/11/2020,1521,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Bagmati Commercial Pvt Ltd,,Net 30,,,KHIM1,Approved,Safety Shoes and Gum boots,E5504033 Krishna Pradhan,,As per attached quotation,,,,E5702070 (N) Bimala Khadka,E5504025 (N) Jhabindra N Gyawali,No,No,1,"Shivam Agrawal 
Bagmati Commercial Pvt Ltd 
346, Bhansar Marg, Teku-12, 
Kathmandu, Nepal 
Phone: +977 1 4239429 / 9801103188 / 9851126112",,,,,52228.NPR Bagmati Commercial Pvt Ltd,3,,25304 TDSPrivateLtdVAT.NPR,KHIM1,KATHMANDU (N),0%,"TDS : NPR : Private Ltd. Companies, VAT'able",,,1,-318.51,0,KHIM1,KATHMANDU (N),,No,No,,,PO/N-0006751,(318.51), 0.00 ,(318.51)," 23,676.49 "
161257,PI/N-0008724,7/11/2020,090,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Prashant Trade & General Suppliers,,Net 15,,,KHIM1,Approved,light use in power house,E5504022 Rajiv K Ramdam,,quotation,6/8/2020,,,E5702070 (N) Bimala Khadka,E5504026 (N) Om P Pokharel,No,No,1,"Prashant Trade & General Suppliers
Satdobato
Tachikhel
Lalitpur Bagmati 
Nepal",,,,,50568.NPR Prashant Trade & General Suppliers,2,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KIRNE (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-162,0,KHIM1,KIRNE (N),,No,No,,,PO/N-0006776,(162.00), 0.00 ,(162.00)," 12,042.00 "
161259,PI/N-0008725,7/11/2020,352,E5702070 (N) Bimala Khadka,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Prabhukiran Computers,,Net 15,,,KHIM1,Approved,Cartidge for CANON 232 w and Samsung printer SCX-4300,E5504033 (N) Krishna Pradhan,,As per attached quotation,,,,E5702070 (N) Bimala Khadka,E5504025 (N) Jhabindra N Gyawali,No,No,1,"Pawan K Nhata 
Prabhukiran Computer 
Pyukha, New Road 
Kathmandu, Nepal 
Phone: +977 1 4244869 
Cell no: +977 9851172926",,,,,50847.NPR Prabhukiran Computers,3,,25306 TDSIndividualFirmVAT.NPR,KHIM1,KATHMANDU (N),0%,"TDS : NPR : Individual Firms, VAT'able",,,1,-421.5,0,KHIM1,KATHMANDU (N),,No,No,,,PO/N-0006769,(421.50), 0.00 ,(421.50)," 31,331.50 "
