58429,8/25/2013,Sep 2013 [Bhadra 2070],PI Kirne #40(3),"50898.NPR Shree Khimti Jalpa Devi Furniture Udhog, Khimti 1 Ramchhap",Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),various furniture item supply,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,"Bill #171,172 & 173"," 405,426.60 ",Bill #175,1,"Mr. Prem Dash Shrestha 
Shree Khimti Jalpa Devi Furniture Udhog, Khimti 1 Ramchhap 
Janakpur  
Nepal",Payment,24000 AccountPayable,"($475,990.60)",E5503049 (N) Surya B Karki
58430,8/25/2013,Sep 2013 [Bhadra 2070],PI Kirne #40(7),50302.NPR Nepal Army,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),Shrawan 2070.,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #Shrawan 2070," 620,000.00 ",Bill #Shrawan 2070,1,"Nepal Army 
Kirne, Dolakha 
Nepal",Payment,24000 AccountPayable,"($620,000.00)",E5503049 (N) Surya B Karki
58431,8/25/2013,Sep 2013 [Bhadra 2070],PI Kirne #40(8),50433.NPR Hira M Karki,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),Shrawan 2070.,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #Shrawan 2070," 12,600.00 ",Bill #Shrawan 2070,1,"Hira M Karki 
Kinre 
Dolakha 
Kirne Besi   
Nepal",Payment,24000 AccountPayable,"($12,600.00)",E5503049 (N) Surya B Karki
58435,7/16/2013,Aug 2013 [Shrawan 2070],5279760,50083.NPR Nepal Electricity Authority Pulchock Distribution Center,Himal Power Ltd (NPR),19201N SCB/NPR 01-0417289-01 CUR  (N),,GM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #Opening balance transfer," 12,899.06 ",Bill #Opening balance transfer,1,"NEA Pulchowk fr light bills 
Pulchowk 
Lalitpur   
Nepal",Payment,24000 AccountPayable,"($12,899.06)",E5702070 (N) Bimala Khadka
58438,8/6/2013,Aug 2013 [Shrawan 2070],NMB#103,50101.NPR Prabha Sthapit,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),Office & Parking rent-Aug'13,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #Office & Parking rent-Aug'13," 297,000.00 ",Bill #Office & Parking rent-Aug'13,1,"Mrs Prabhawati Sthapit 
Bagmati  
Nepal",Payment,24000 AccountPayable,"($297,000.00)",E5702070 (N) Bimala Khadka
58470,8/25/2013,Sep 2013 [Bhadra 2070],PI Kienw #40(6),50982.NPR Dik Rai,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),Dik Bdr's wages payments,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #Cleaning works, 250.00 ,Bill #Cleaning works,1,"Dik B Rai 
Phulashi 1, Devitar 
Ramechhap Janakpur  
Nepal",Payment,24000 AccountPayable,"($3,000.00)",E5503049 (N) Surya B Karki
58528,8/25/2013,Sep 2013 [Bhadra 2070],PI Kirne #40(4),50964.NPR Chhatra Karki,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),July wages 2013,HW,PALATI (N),,,,Nepalese Rupee,1,Bill #July 2013," 15,752.37 ",Bill #July 2013,1,"Chhatra B Karki 
Rashnau-9, HW 
Ramechhap Janakpur  
Nepal",Payment,24000 AccountPayable,"($15,752.37)",E5503049 (N) Surya B Karki
58545,8/6/2013,Aug 2013 [Shrawan 2070],NMB#103-2,50083.NPR Nepal Electricity Authority Pulchock Distribution Center,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),NEA bill for Shrawan'70,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #NEA bill for Shrawan'70," 53,536.33 ",Bill #NEA bill for Shrawan'70,1,"NEA Pulchowk fr light bills 
Pulchowk 
Lalitpur   
Nepal",Payment,24000 AccountPayable,"($53,536.33)",E5702070 (N) Bimala Khadka
58547,8/6/2013,Aug 2013 [Shrawan 2070],NMB#103-1,50087.NPR Nepal Telecom,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),Telephone-Jestha'70,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #Telephone-Jestha'70," 19,837.37 ",Bill #Telephone-Jestha'70,1,"Nepal Telecom 
Pulchowk 
Lalitpur   
Nepal",Payment,24000 AccountPayable,"($19,837.37)",E5702070 (N) Bimala Khadka
58550,8/12/2013,Aug 2013 [Shrawan 2070],SCBNL#89,ETL.NOK (N) Tom Kristian Larsen,Himal Power Ltd (NPR),19999N NPRClearing  (N),GM's salary for Aug'13,GM,KATHMANDU (N),,,,Norwegian Krone,16.62,Bill #GM's salary for Aug'13," 88,106.66 ",Bill #GM's salary for Aug'13,1,"Mr. Tom Kristian Larsen 
Bijaya Niwas 
Jhamsikhel 
Lalitpur Bagmati 12740 
Nepal",Payment,24000 AccountPayable,"(NKr88,106.66)",E5702070 (N) Bimala Khadka
58560,8/14/2013,Aug 2013 [Shrawan 2070],NMB#106-4,50462.NPR Sameer Sharma,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),Con.fee-Sameer Sharma-Shrawan'70,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #Con.fee-Shrawan'70," 40,800.00 ",Bill #Con.fee-Shrawan'70,1,"Sameer Sharma 
Kathmandu 
Nepal",Payment,24000 AccountPayable,"($40,800.00)",E5702070 (N) Bimala Khadka
58563,8/14/2013,Aug 2013 [Shrawan 2070],NMB#106-5,50083.NPR Nepal Electricity Authority Pulchock Distribution Center,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),GM's electricity bill for Shrawan'70,GM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #GM's electricity bill for Shrawan'70," 9,036.52 ",Bill #GM's electricity bill for Shrawan'70,1,"NEA Pulchowk fr light bills 
Pulchowk 
Lalitpur   
Nepal",Payment,24000 AccountPayable,"($9,036.52)",E5702070 (N) Bimala Khadka
58568,8/13/2013,Aug 2013 [Shrawan 2070],Cash-220,E5702071 (N) Sunita Gurung,Himal Power Ltd (NPR),19000N PettyCash/NPR Kathmandu (N),Pettycash 12th August 2013,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Expense Report #EC/0000769," 29,996.87 ",Expense Report #EC/0000769,1,"Mrs. Sunita Gurung 
Bijaya Niwas 
Jhamsikhel 
Lalitpur Bagmati 12740 
Nepal",Payment,24000 AccountPayable,"($29,996.87)",E5702070 (N) Bimala Khadka
58586,8/13/2013,Aug 2013 [Shrawan 2070],5995050,50942.NPR Suvidha Sewa Pvt Ltd,Himal Power Ltd (NPR),19201N SCB/NPR 01-0417289-01 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #02585," 35,958.75 ",Bill #02585,1,"Suvidha Sewa Pvt Ltd 
Sanepa 
Lalitpur Bagmati  
Nepal",Payment,24000 AccountPayable,"($35,958.75)",E5702070 (N) Bimala Khadka
58833,8/23/2013,Sep 2013 [Bhadra 2070],027094,50581.NPR Labour payment to 33 workers for civil works 2010,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),payments of civil upgrading works.,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #OCB sock pit," 4,999.96 ","Bill #Various works at E house, milan tole & furnit",1,"Labour payment to 33 workers for civil works 2010 
Janakpur  
Nepal",Payment,24000 AccountPayable,"($111,299.19)",E5503049 (N) Surya B Karki
58836,9/3/2013,Sep 2013 [Bhadra 2070],027096,50581.NPR Labour payment to 33 workers for civil works 2010,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),"Payments of Maitri tole sock pit, Ehouse - GH  I installment,Adit 4 sand flushing",KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #Adit 4 sand flushing," 1,000.00 ",Bill #PO # 0004375,1,"Labour payment to 33 workers for civil works 2010 
Janakpur  
Nepal",Payment,24000 AccountPayable,"($263,172.71)",E5503049 (N) Surya B Karki
59319,8/25/2013,Sep 2013 [Bhadra 2070],PI Kirne # 41(5),50571.NPR Govinda Bastralaya,Himal Power Ltd (NPR),19212N NMB/NPR0200010920300012 CUR  (N),Cotton clothes purchase,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #870," 2,565.00 ",Bill #870,1,"Govinda Bastralaya 
Devitar 
Ramechap Janakpur  
Nepal",Payment,24000 AccountPayable,"($2,565.00)",E5503049 (N) Surya B Karki
59386,8/20/2013,Sep 2013 [Bhadra 2070],1NMB#107,51034.NPR Genius Designs Pvt Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),Working dress design and tailoring,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #001," 47,247.05 ",Bill #001,1,"Genius Designs Pvt Ltd 
Dallu Awas 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($47,247.05)",E5702070 (N) Bimala Khadka
59388,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-2,50210.NPR President Travel & Tours Pvt. Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #70/1T00454," 10,077.60 ",Bill #70/1T00454,1,"President Travel & Tours Pvt. Ltd 
Durbar Marg 
Kathmandu Bagmati 1307 
Nepal",Payment,24000 AccountPayable,"($10,077.60)",E5702070 (N) Bimala Khadka
59389,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107,51024.NPR MAC Service Enterprises,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #035," 21,408.00 ",Bill #035,1,"MAC Service Enterprises 
Kumarpati 
Lalitpur Bagmati  
Nepal",Payment,24000 AccountPayable,"($21,408.00)",E5702070 (N) Bimala Khadka
59390,8/20/2013,Sep 2013 [Bhadra 2070],NMB#109-8,50937.NPR Smart Cleaning Solution Pvt Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #031," 11,038.50 ",Bill #031,1,"Smart Cleaning Solution Pvt Ltd 
Kamalpokhari 
kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($11,038.50)",E5702070 (N) Bimala Khadka
59392,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-4,50977.NPR Shree Balaji Enterprises,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KIRNE (N),,,,Nepalese Rupee,1,Bill #005," 2,825.00 ",Bill #005,1,"Shree Balaji Enterprises 
Kuleshower 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($2,825.00)",E5702070 (N) Bimala Khadka
59393,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-5,50836.NPR Annex Worldwide Exporess Pvt .Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #10716," 15,232.00 ",Bill #10716,1,"Annex Worldwide Exporess Pvt .Ltd 
Putalisadak 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($15,232.00)",E5702070 (N) Bimala Khadka
59394,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-6,50921.NPR Sparklink Enterprises Pvt Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,"Bill #012,011"," 660,080.00 ","Bill #012,011",1,"Sparklink Enterprises Pt Ltd 
Sorhakhutte 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($660,080.00)",E5702070 (N) Bimala Khadka
59395,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-7,50219.NPR Eastern Electrical Enterprises,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #68," 17,825.75 ",Bill #68,1,"Eastern Electrical Enterprises 
Bagbazar 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($17,825.75)",E5702070 (N) Bimala Khadka
59396,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-8,50111.NPR SP International INC.,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #Fuel for HPL Vehicles and Generator(Ashad) 20," 117,761.18 ",Bill #Fuel for HPL Vehicles and Generator(Ashad) 20,1,"S. P. International INC. 
Bagmati  
Nepal",Payment,24000 AccountPayable,"($117,761.18)",E5702070 (N) Bimala Khadka
59397,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-9,50206.NRP Saleways Departmental Store Pvt. Ltd.,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,"Bill #5322-24,5566-67,5797,5836"," 21,968.98 ","Bill #5322-24,5566-67,5797,5836",1,"Saleways Department Store 
Nepal",Payment,24000 AccountPayable,"($21,968.98)",E5702070 (N) Bimala Khadka
59398,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-10,50942.NPR Suvidha Sewa Pvt Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),Driver Service Charge and TADA 2070,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #02585," 100,264.41 ",Bill #02585,1,"Suvidha Sewa Pvt Ltd 
Sanepa 
Lalitpur Bagmati  
Nepal",Payment,24000 AccountPayable,"($100,264.41)",E5702070 (N) Bimala Khadka
59400,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-11,51007.NPR Kathmandu Electricals and Suppliers,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #005," 19,775.00 ",Bill #005,1,"Kathmandu Electricals and Suppliers 
Banasthali 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($19,775.00)",E5702070 (N) Bimala Khadka
59401,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-12,50568.NPR Prashant Trade & General Suppliers,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #026," 6,895.26 ",Bill #026,1,"Prashant Trade & General Suppliers 
Satdobato 
Tachikhel 
Lalitpur Bagmati  
Nepal",Payment,24000 AccountPayable,"($6,895.26)",E5702070 (N) Bimala Khadka
59404,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-14,50115.NPR SilverCrest Networks Pvt. Ltd.,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),ESET NOD32 renewal charge,IT,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #083," 94,773.88 ",Bill #083,1,"SilverCrest Networks Pvt. Ltd. 
Anamanagar 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($94,773.88)",E5702070 (N) Bimala Khadka
59405,8/20/2013,Sep 2013 [Bhadra 2070],NMB#107-15,50061.NPR Independent Power Producers' Association Nepal,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #247," 110,000.00 ",Bill #247,1,"Independent Power Producer Nep 
Heritage Plaza II 
Kamaladi 
Kathmandu Bagmati 20010 
Nepal",Payment,24000 AccountPayable,"($110,000.00)",E5702070 (N) Bimala Khadka
59406,8/29/2013,Sep 2013 [Bhadra 2070],SCBNL#91,50143.NPR WorldLink Communications Pvt Ltd,Himal Power Ltd (NPR),19999N NPRClearing  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #9866," 45,993.75 ",Bill #9866,1,"WorldLink Communications Pvt Ltd 
Jawalakhel 
Lalitpur 
Kathmandu Bagmati 8207 
Nepal",Payment,24000 AccountPayable,"($45,993.75)",E5702070 (N) Bimala Khadka
59407,8/29/2013,Sep 2013 [Bhadra 2070],SCBNL#91-1,50567.NPR G4S Security Services Nepal(P) Ltd,Himal Power Ltd (NPR),19999N NPRClearing  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #923-925," 1,784,120.80 ",Bill #923-925,1,"G4S Security Services Nepal(P) Ltd 
House No 75/45 
Kailash Chaur 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($1,784,120.80)",E5702070 (N) Bimala Khadka
59408,8/20/2013,Sep 2013 [Bhadra 2070],SCBNL#91-2,50206.NRP Saleways Departmental Store Pvt. Ltd.,Himal Power Ltd (NPR),19999N NPRClearing  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,"Bill #1037,TI-50,51,221"," 12,271.91 ","Bill #1037,TI-50,51,221",1,"Saleways Department Store 
Nepal",Payment,24000 AccountPayable,"($12,271.91)",E5702070 (N) Bimala Khadka
59413,8/29/2013,Sep 2013 [Bhadra 2070],SCBNL#91-3,50111.NPR SP International INC.,Himal Power Ltd (NPR),19999N NPRClearing  (N),,ADM,KATHMANDU (N),,,,Nepalese Rupee,1,Bill #Fuel for HPL Vehicles and Generator(Shrawn) 2," 106,599.66 ",Bill #Fuel for HPL Vehicles and Generator(Shrawn) 2,1,"S. P. International INC. 
Bagmati  
Nepal",Payment,24000 AccountPayable,"($106,599.66)",E5702070 (N) Bimala Khadka
59414,8/29/2013,Sep 2013 [Bhadra 2070],SCBNL#91-4,50077.NPR Mahavir Shree International Pvt Ltd,Himal Power Ltd (NPR),19999N NPRClearing  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,"Bill #001,056"," 652,319.60 ","Bill #001,056",1,"Mahavir Shree International 
Old Baneshwor 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($5,590,664.53)",E5702070 (N) Bimala Khadka
59415,8/29/2013,Sep 2013 [Bhadra 2070],SCBNL#91-5,50006.NPR Airtech Industries Pvt. Ltd,Himal Power Ltd (NPR),19999N NPRClearing  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #077," 345,359.50 ",Bill #126,1,"Airtech Industries Pvt. Ltd 
Thapathali 
Kathmandu, Bagmati 21642 
Nepal",Payment,24000 AccountPayable,"($350,105.50)",E5702070 (N) Bimala Khadka
59419,8/29/2013,Sep 2013 [Bhadra 2070],SCBNL#91-7,50956.NPR Lincoln School,Himal Power Ltd (NPR),19999N NPRClearing  (N),School fee fo GM's children and Goma Karki,GM,KATHMANDU (N),,,,Nepalese Rupee,1,"Bill #48,49,50"," 6,090,840.00 ","Bill #48,49,50",1,,Payment,24000 AccountPayable,"($6,090,840.00)",E5702070 (N) Bimala Khadka
59423,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109,50107.NPR Real Time Solutions Pvt. Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #281 (PO#3780)," 167,250.00 ",Bill #424,1,"Real Time Solutions Pvt. Ltd 
Samarpan Marg 
Tripureshwor 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($241,955.00)",E5702070 (N) Bimala Khadka
59424,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109-1,50035.NPR Dugar Iron & Steel Trading Co. (P.) LTD,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #037," 43,892.91 ",Bill #037,1,"Dugar Iron & Steel Trading Co. (P.) LTD 
Nepal",Payment,24000 AccountPayable,"($43,892.91)",E5702070 (N) Bimala Khadka
59425,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109-2,50598.NRS Jyoti Shree Nepal Pvt Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #470," 11,187.00 ",Bill #470,1,"Jyoti Shree Nepal Pvt Ltd 
Tripureshwor 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($11,187.00)",E5702070 (N) Bimala Khadka
59426,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109-3,50134.NPR United Traders Syndicate Pvt Ltd,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #SV/141," 50,179.96 ",Bill #SV/141,1,"United Traders Syndicate 
Tinkune, 
Sinamangal 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($104,440.88)",E5702070 (N) Bimala Khadka
59427,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109-5,50020.NPR Associated Enterprises,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #013," 16,306.87 ",Bill #013,1,"Associated Enterprises 
Ga 3-30 Pyaphal Tole 
Putali Sadak 
Kathmandu Bagmati 790 
Nepal",Payment,24000 AccountPayable,"($16,306.87)",E5702070 (N) Bimala Khadka
59429,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109-7,50048.NPR Graphic Plus Printer,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #021," 46,830.00 ",Bill #021,1,"Graphic Plus Printer 
New Road 
Kathmandu Bagmati 2035 
Nepal",Payment,24000 AccountPayable,"($46,830.00)",E5702070 (N) Bimala Khadka
59430,8/29/2013,Sep 2013 [Bhadra 2070],NMB#109-6,50808.NPR Bini International Pvt Ltd.,Himal Power Ltd (NPR),19213N NMB/NPR 0200010920300038 CUR  (N),,KHIM1,KIRNE (N),,,,Nepalese Rupee,1,Bill #002," 15,255.00 ",Bill #002,1,"Bini International (P) Ltd. 
Bini House 
Thapa Tole, New Baneswar 
Kathmandu Bagmati  
Nepal",Payment,24000 AccountPayable,"($15,255.00)",E5702070 (N) Bimala Khadka
